claim_id,claim_seq,policy_id,station_id,solar_system,production_load,exposure,energy_backup_score,safety_compliance,claim_amount
BI-C-0008930,2,BI-088839,A4,Zeta,0.885,0.792,1,2,1718756
BI-C-0008931,1,BI-088844,B8,Zeta,0.287,0.424,3,5,10596187
BI-C-0008932,1,BI-088858,A1,Epsilon,0.221,0.642,4,2,547592
BI-C-0008933,1,BI-088862,A4,Helionis Cluster,0.709,0.158,2,2,10298808
BI-C-0008934,1,BI-088877,A3,Epsilon,0.061,0.605,3,1,3514884
BI-C-0008935,1,BI-088886,G1,Epsilon,0.529,0.373,2,1,6355631
BI-C-0008936,2,BI-088886,G1,Epsilon,0.529,0.373,2,1,595352
BI-C-0008937,1,BI-088897,B9,Zeta,0.234,0.578,4,2,1246196
BI-C-0008938,1,BI-088931,B7,Zeta,0.15,0.263,2,2,261319
BI-C-0008939,1,BI-088991,B5,Epsilon,0.218,0.345,4,3,9757990
BI-C-0008940,1,BI-089000,A6,Helionis Cluster,0.601,0.322,1,5,4569079
BI-C-0008941,1,BI-089005,A3,Zeta,0.727,0.181,5,1,4052330
BI-C-0008942,1,BI-089016,A6,Zeta,0.94,0.708,2,1,2138511
BI-C-0008943,2,BI-089016,A6,Zeta,0.94,0.708,2,1,33365350
BI-C-0008944,1,BI-089034,B1,Helionis Cluster,0.089,0.524,4,1,4027551
BI-C-0008945,2,BI-089034,B1,Helionis Cluster,0.089,0.524,4,1,1156979
BI-C-0008946,3,BI-089034,B1,Helionis Cluster,0.089,0.524,4,1,17412580
BI-C-0008947,1,BI-089041,B8,Epsilon,0.703,0.617,5,2,18558354
BI-C-0008948,1,BI-089074,A6,Helionis Cluster,0.285,0.861,5,5,6075303
BI-C-0008949,2,BI-089074,A6,Helionis Cluster,0.285,0.861,5,5,2175657
BI-C-0008950,3,BI-089074,A6,Helionis Cluster,0.285,0,5,5,656901
BI-C-0008951,1,BI-089075,A5,Epsilon,0.218,0.369,2,3,2808587
BI-C-0008952,2,BI-089075,A5,Epsilon,0.218,0.369,2,3,555005
BI-C-0008953,1,BI-089077,B3,Zeta,0.513,0.45,5,3,1805916
BI-C-0008954,2,BI-089077,B3,Zeta,0.513,0.45,5,3,214051
BI-C-0008955,3,BI-089077,B3,Zeta,0.513,0.45,5,3,814880
BI-C-0008956,4,BI-089077,B3,Zeta,0.513,0.45,5,3,3420233
BI-C-0008957,1,BI-089078,A2,Epsilon,0.568,0.627,1,4,852630
BI-C-0008958,1,BI-089104,B2,Helionis Cluster,0.012,0.393,5,3,6358713
BI-C-0008959,2,BI-089104,B2,Helionis Cluster,0.012,0.393,5,3,1089133
BI-C-0008960,1,BI-089108,B9,Helionis Cluster,0.23,0.3,5,2,1358955
BI-C-0008961,1,BI-089110,A7,Epsilon,0.129,0.698,2,1,6433297
BI-C-0008962,1,BI-089119,B1,Helionis Cluster,0.155,0.601,4,4,13440000
BI-C-0008963,2,BI-089119,B1,Helionis Cluster,0.155,0.601,4,4,1123612
BI-C-0008964,1,BI-089126,G5,Zeta,0.202,0.89,2,1,1239739
BI-C-0008965,1,BI-089131,A5,Epsilon,0.316,0.893,1,2,6584422
BI-C-0008966,1,BI-089142,G9,Epsilon,0.857,0.317,1,5,2666163
BI-C-0008967,2,BI-089142,G9,Epsilon,0.857,0.317,1,5,2717737
BI-C-0008968,1,BI-089159,B1,Epsilon,0.607,0.386,3,3,1358402
BI-C-0008969,1,BI-089180,A3,Zeta,0.521,0.304,1,5,37863194
BI-C-0008970,2,BI-089180,A3,Zeta,0.521,0.304,1,5,1946853
BI-C-0008971,1,BI-089184,A6,Epsilon,0.676,0.814,2,5,2655003
BI-C-0008972,1,BI-089204,B7,Epsilon,0.257,0.311,4,4,2357869
BI-C-0008973,2,BI-089204,B7,Epsilon,0.257,0.311,4,4,1090868
BI-C-0008974,3,BI-089204,B7,Epsilon,0.257,0.311,4,4,1461689
BI-C-0008975,1,BI-089206,B6,Zeta,0.142,0.615,2,5,3847760
BI-C-0008976,1,BI-089240,G4,Epsilon,0.104,0.572,4,3,2845293
BI-C-0008977,2,BI-089240,G4,Epsilon,0.104,0.572,4,3,352155
BI-C-0008978,3,BI-089240,G4,Epsilon,0.104,0.572,4,3,1102456
BI-C-0008979,4,BI-089240,G4,Epsilon,0.104,0.572,4,3,96226
BI-C-0008980,1,BI-089243,G4,Epsilon,0.051,0.268,4,5,5218899
BI-C-0008981,1,BI-089282,G9,Zeta,0.728,0.917,1,1,4464106
BI-C-0008982,1,BI-089285,G7,Zeta,0.719,0.463,4,3,125699
BI-C-0008983,2,BI-089285,G7,Zeta,0.719,0.463,4,3,424301
BI-C-0008984,1,BI-089310,B9,Epsilon,0.34,0.266,5,3,2867605
BI-C-0008985,1,BI-089324,G1,Epsilon,0.576,0.503,1,4,1051080
BI-C-0008986,2,BI-089324,G1,Epsilon,0.576,0.503,1,4,2688688
BI-C-0008987,1,BI-089326,G6,Epsilon,0.659,0.446,4,1,2167300
BI-C-0008988,1,BI-089327,G3,Helionis Cluster,0.1,0.297,1,3,2447106
BI-C-0008989,2,BI-089327,G3,Helionis Cluster,0.1,0.297,1,3,651912
BI-C-0008990,1,BI-089348,A8,Zeta,0.045,0.395,1,1,3552720
BI-C-0008991,1,BI-089398,G2,Helionis Cluster,0.736,0.804,1,3,3007292
BI-C-0008992,1,BI-089418,G5,Epsilon,0.142,0.083,2,5,968642
BI-C-0008993,1,BI-089444,A9,Zeta,0.534,0.37,4,4,10570074
BI-C-0008994,1,BI-089459,A3,Helionis Cluster,0.503,0.263,2,2,10574004
BI-C-0008995,1,N/A,G4,Epsilon,0.082,0.231,3,5,3419120
BI-C-0008996,1,BI-089476,A4,Zeta,0.399,0.705,4,2,638079
BI-C-0008997,2,BI-089476,A4,Zeta,0.399,0.705,4,2,8686505
BI-C-0008998,1,BI-089477,B6,Epsilon,0.302,0.913,5,3,386320
BI-C-0008999,1,BI-089503,B2,Zeta,0.511,0.483,5,2,5541244
BI-C-0009000,1,BI-089504,B8,Epsilon,0.907,0.446,2,4,3354726
BI-C-0009001,1,BI-089512,A2,Zeta,0.832,0.577,3,2,5265500
BI-C-0009002,1,BI-089537,B3,Helionis Cluster,0.004,0.399,2,2,2428387
BI-C-0009003,2,BI-089537,B3,Helionis Cluster,0.004,0.399,2,2,97202
BI-C-0009004,1,BI-089540,G9,Epsilon,0.882,0.9,4,2,10236902
BI-C-0009005,1,BI-089552,B4,Helionis Cluster,0.216,0.596,2,2,491016
BI-C-0009006,1,BI-089572,B1,Helionis Cluster,0.329,0.348,5,4,3620669
BI-C-0009007,1,BI-089573,G9,Epsilon,0.824,0.449,2,5,7745284
BI-C-0009008,1,BI-089577,G6,Zeta,0.381,0.686,3,4,2786349
BI-C-0009009,2,BI-089577,G6,Zeta,0.381,0.686,3,4,10630759
BI-C-0009010,1,BI-089584,B9,Helionis Cluster,0.857,0.343,3,4,14796231
BI-C-0009011,2,BI-089584,B9,Helionis Cluster,0.857,0.343,3,4,1423653
BI-C-0009012,3,BI-089584,B9,Helionis Cluster,0.857,0.343,3,4,668962
BI-C-0009013,1,BI-089587,G5,Zeta,0.837,0.39,4,2,8520092
BI-C-0009014,1,BI-089608,A7,Epsilon,0.937,0.131,5,2,958231
BI-C-0009015,1,BI-089622,A8,Helionis Cluster,0.39,0.785,3,5,1373303
BI-C-0009016,1,BI-089655,A1,Epsilon,0.121,0.22,3,4,7853227
BI-C-0009017,1,BI-089665,G1,Epsilon,0.76,0.383,4,1,6724094
BI-C-0009018,2,BI-089665,G1,Epsilon,0.76,0.383,4,1,187855
BI-C-0009019,1,BI-089690,B7,Zeta,0.618,0.274,1,3,933977
BI-C-0009020,1,BI-089698,B9,Helionis Cluster,0.358,0.638,1,2,5238099
BI-C-0009021,1,BI-089719,A9,Epsilon,0.987,0.429,2,5,1553457
BI-C-0009022,1,BI-089773,A1,Epsilon,0.241,0.704,4,1,2356180
BI-C-0009023,1,BI-089788,B6,Epsilon,0.325,0.445,2,3,292135
BI-C-0009024,2,BI-089788,B6,Epsilon,0.325,0.445,2,3,3876093
BI-C-0009025,1,BI-089797,G6,Helionis Cluster,0.654,0.126,5,5,750925
BI-C-0009026,1,BI-089824,N/A,Zeta,0.341,0.421,3,4,3931780
BI-C-0009027,1,BI-089831,B2,Zeta,0.156,0.789,4,4,1877665
BI-C-0009028,1,BI-089859,A8,Zeta,0.959,0.505,5,3,698799
BI-C-0009029,2,BI-089859,A8,Zeta,0.959,0.505,5,3,4898172
BI-C-0009030,1,BI-089880,A2,Zeta,0.055,0.326,2,1,7632456
BI-C-0009031,1,BI-089883,B4,Zeta,0.198,0.313,4,4,8406255
BI-C-0009032,1,BI-089897,G1,Zeta,0.14,0.772,4,2,132522
BI-C-0009033,1,BI-089900,B6,Zeta,0.603,0.474,4,5,7635221
BI-C-0009034,2,BI-089900,B6,Zeta,0.603,0.474,4,5,2835594
BI-C-0009035,3,BI-089900,B6,Zeta,0.603,0.474,4,5,331639
BI-C-0009036,1,BI-089907,G8,Epsilon,0.33,0.818,4,1,5121545
BI-C-0009037,1,BI-089911,A7,Zeta,0.124,0.365,5,3,2383726
BI-C-0009038,2,BI-089911,A7,Zeta,0.124,0.365,5,3,1528830
BI-C-0009039,1,BI-089919,G2,Epsilon,0.125,0.445,1,4,10763672
BI-C-0009040,1,BI-089924,G2,Epsilon,0.758,0.35,1,1,2363326
BI-C-0009041,1,BI-089926,A4,Zeta,0.944,0.896,1,2,435383
BI-C-0009042,1,BI-089936,B4,Zeta,0.488,0.769,1,2,9539270
BI-C-0009043,1,BI-089950,B3,Epsilon,0.143,0.143,1,4,12644754
BI-C-0009044,1,BI-089968,A9,Epsilon,0.537,0.601,4,1,3968995
BI-C-0009045,2,BI-089968,A9,Epsilon,0.537,0.601,4,1,2495095
BI-C-0009046,1,BI-089973,A8,Epsilon,0.535,0.681,4,3,5252589
BI-C-0009047,1,BI-089983,A1,Zeta,0.778,0.682,3,4,2755631
BI-C-0009048,1,BI-089988,B3,Helionis Cluster,0.33,0.452,1,1,9983709
BI-C-0009049,1,BI-089989,A6,Zeta,0.693,0.402,4,3,7281066
BI-C-0009050,1,BI-090027,G7,Zeta,0.973,0.385,2,3,13266490
BI-C-0009051,1,BI-090028,A1,Zeta,0.218,0.496,3,3,135600
BI-C-0009052,2,BI-090028,A1,Zeta,0.218,0.496,3,3,996656
BI-C-0009053,1,BI-090030,B3,Helionis Cluster,0.43,0.353,4,2,996307
BI-C-0009054,1,BI-090045,B4,Zeta,0.848,0.801,1,5,3808946
BI-C-0009055,2,BI-090045,B4,Zeta,0.848,0.801,1,5,4158462
BI-C-0009056,1,BI-090061,A2,Epsilon,0.127,0.477,3,5,3016223
BI-C-0009057,1,BI-090119,G2,Zeta,0.109,0,1,2,5762765
BI-C-0009058,2,BI-090119,G2,Zeta,0.109,0.49,1,2,1149797
BI-C-0009059,1,BI-090157,B7,Epsilon,0.395,0.474,4,1,7703657
BI-C-0009060,1,BI-090167,G9,Epsilon,0.703,0.376,4,2,7352898
BI-C-0009061,1,BI-090173,A2,Zeta,0.956,0.422,1,4,1165013
BI-C-0009062,2,BI-090173,A2,Zeta,0.956,0.422,1,4,11406877
BI-C-0009063,1,BI-090177,A2,Zeta,0.947,0.35,4,2,723538
BI-C-0009064,1,BI-090186,G7,Zeta,0.711,0.867,3,5,4092030
BI-C-0009065,1,BI-090195,A4,Epsilon,0.952,0.38,1,4,11408112
BI-C-0009066,2,BI-090195,A4,Epsilon,0.952,0.38,1,4,7074094
BI-C-0009067,1,BI-090240,B8,Zeta,0.394,0.51,4,3,255643
BI-C-0009068,1,BI-090244,A4,Epsilon,0.092,0.32,4,4,4959838
BI-C-0009069,1,BI-090249,A2,Epsilon,0.521,0.727,1,1,827400
BI-C-0009070,1,BI-090261,B2,Zeta,0.128,0.683,2,1,1445372
BI-C-0009071,1,BI-090304,A4,Helionis Cluster,0.12,0.317,2,4,4433616
BI-C-0009072,2,BI-090304_???4008,A4,Helionis Cluster,0.12,0.317,2,4,4048999
BI-C-0009073,3,BI-090304,A4,Helionis Cluster,0.12,0.317,2,4,3536684
BI-C-0009074,1,BI-090332,B4,Helionis Cluster,0.469,0.714,2,3,7049568
BI-C-0009075,2,BI-090332,B4,Helionis Cluster,0.469,0.714,2,3,788978
BI-C-0009076,1,BI-090342,B7,Epsilon,0.068,0.64,1,1,9142324
BI-C-0009077,2,BI-090342,B7,Epsilon,0.068,0.64,1,1,1430026
BI-C-0009078,3,BI-090342,B7,Epsilon,0.068,0.64,1,1,1203316
BI-C-0009079,4,BI-090342,B7,Epsilon,0.068,0.64,1,1,1004319
BI-C-0009080,1,BI-090344,A6,Epsilon,0.096,0.214,2,2,11616108
BI-C-0009081,1,BI-090362,G3,Epsilon,0.051,0.651,5,3,1651513
BI-C-0009082,2,BI-090362,G3,Epsilon,0.051,0.651,5,3,1883866
BI-C-0009083,1,BI-090384,B9,Helionis Cluster,0.844,0.373,1,3,672540
BI-C-0009084,1,BI-090402,B1,Epsilon,0.954,0.616,2,5,2467029
BI-C-0009085,2,BI-090402,B1,Epsilon,0.954,0.616,2,5,2053307
BI-C-0009086,1,BI-090416,B1,Epsilon,0.18,0.083,1,4,633435
BI-C-0009087,1,BI-090447,B6,Epsilon,0.197,0.382,3,3,3128318
BI-C-0009088,1,BI-090452,B4,Epsilon,0.398,0.696,3,5,1623840
BI-C-0009089,1,BI-090462,A7,Epsilon,0.266,0.315,4,2,867961
BI-C-0009090,1,BI-090465,G1,Epsilon,0.431,0.712,5,2,6339478
BI-C-0009091,1,BI-090480,G1,Helionis Cluster,0.23,0.696,2,2,879186
BI-C-0009092,1,BI-090489,G4,Helionis Cluster,0.436,0.71,5,1,64387
BI-C-0009093,1,BI-090495,G1,Zeta,0.629,0.289,4,2,7676192
BI-C-0009094,1,BI-090503,B9,Epsilon,0.361,0.293,3,1,9845780
BI-C-0009095,2,BI-090503,B9,Epsilon,0.361,0.293,3,1,434032
BI-C-0009096,3,BI-090503,B9,Epsilon,0.361,0.293,3,1,303168
BI-C-0009097,1,BI-090508,B5,Zeta,0.698,0.738,5,5,2118089
BI-C-0009098,1,BI-090513,A7,Epsilon,0.186,0.23,2,1,2834805
BI-C-0009099,1,BI-090524,B9,Helionis Cluster,0.396,0.803,2,1,633145
BI-C-0009100,1,BI-090559,B2,Helionis Cluster,0.383,0.379,4,3,781253
BI-C-0009101,1,BI-090604,B7,Epsilon,0.588,0.69,2,5,1219287
BI-C-0009102,1,BI-090613,A3,Epsilon,0.437,0.228,3,3,27109959
BI-C-0009103,9,BI-090618,A9,Zeta,0.81,0.335,5,3,4462968
BI-C-0009104,1,BI-090644,G1,Epsilon,0.119,0.501,1,2,7920505
BI-C-0009105,1,BI-090648,G7,Zeta,0.232,0.247,-2,2,3757695
BI-C-0009106,1,BI-090651,B5,Zeta,0.596,0.704,2,4,348137
BI-C-0009107,1,BI-090660,A4,Epsilon,0.095,0.293,4,4,10752020
BI-C-0009108,2,BI-090660,A4,Epsilon,0.095,0.293,4,4,12245491
BI-C-0009109,3,BI-090660,A4,Epsilon,0.095,0.293,4,4,15769436
BI-C-0009110,1,BI-090661,G7,Zeta,0.157,0.773,4,3,8370724
BI-C-0009111,1,BI-090663,A6,Zeta,0.28,0.429,5,4,670969
BI-C-0009112,1,BI-090664,G3,Epsilon,0.221,0.607,5,3,475480
BI-C-0009113,1,BI-090680,A2,Epsilon,0.626,0.769,5,5,7383541
BI-C-0009114,2,BI-090680,A2,Epsilon,0.626,0.769,5,5,2094782
BI-C-0009115,1,BI-090712,B4,Zeta,0.803,0.702,3,5,1534770
BI-C-0009116,2,BI-090712,B4,Zeta,0.803,0.702,3,5,6510244
BI-C-0009117,3,BI-090712,B4,Zeta,0.803,0.702,3,5,21824227
BI-C-0009118,4,BI-090712,B4,Zeta,0.803,0.702,3,5,2988348
BI-C-0009119,1,BI-090731,B2,Epsilon,0.745,0.775,4,5,1905676
BI-C-0009120,1,BI-090732,G9,Epsilon,0.506,0.881,2,4,751496
BI-C-0009121,1,BI-090744,G6,Epsilon,0.391,0.792,4,5,5273271
BI-C-0009122,1,BI-090748,A8,Epsilon,0.083,0.433,1,3,789794
BI-C-0009123,1,BI-090751,B6,Zeta,0.637,0.58,5,3,613736
BI-C-0009124,2,BI-090751,B6,Zeta,0.637,0.58,5,3,2010851
BI-C-0009125,1,BI-090761,A3,Helionis Cluster,0.018,0.686,5,1,13375632
BI-C-0009126,1,BI-090766,G1,Helionis Cluster,0.207,0.305,5,2,3731114
BI-C-0009127,1,BI-090771,G3,Zeta,0.485,0.314,5,1,1476811
BI-C-0009128,1,BI-090777,B8,Epsilon,0,0.116,5,4,838390
BI-C-0009129,1,BI-090790,A9,Epsilon,0.922,0.436,2,4,7239265
BI-C-0009130,1,BI-090820,G5,Epsilon,0.086,0.427,5,1,1421062
BI-C-0009131,1,BI-090853,B6,Epsilon,0.251,0.083,2,4,6065221
BI-C-0009132,1,BI-090856,G9,Zeta,0.034,0.684,5,2,4943028
BI-C-0009133,2,BI-090856,G9,Zeta,0.034,0.684,5,2,525305
BI-C-0009134,1,BI-090879,G3,Epsilon,0.742,0.91,2,5,13242961
BI-C-0009135,1,BI-090885,A9,Helionis Cluster,0.507,0.179,1,3,419219
BI-C-0009136,1,BI-090887,G4,Zeta,0.302,0.375,3,5,2365872
BI-C-0009137,2,BI-090887,G4,Zeta,0.302,0.375,3,5,2102323
BI-C-0009138,1,BI-090888,A2,Zeta,0.578,0.886,4,1,250229
BI-C-0009139,1,BI-090889,G7,Zeta,0.12,0.446,2,2,2377086
BI-C-0009140,1,BI-090894,A3,Helionis Cluster,0.029,0.811,4,2,12023627
BI-C-0009141,1,BI-090912,G2,Helionis Cluster,0.585,0.514,3,1,1387232
BI-C-0009142,2,BI-090912,G2,Helionis Cluster,0.585,0.514,3,1,4738432
BI-C-0009143,1,BI-090921,A1,Helionis Cluster,0.088,0.142,2,1,7470529
BI-C-0009144,1,BI-090992,A9,Zeta,0.178,0.752,3,2,2544973
BI-C-0009145,1,BI-091002,A9,Helionis Cluster,0.659,0.374,5,1,2154178
BI-C-0009146,1,BI-091007,B6,Zeta,0.246,0.263,3,2,3264037
BI-C-0009147,1,BI-091035,G7,Zeta,0.776,0.145,2,3,283855
BI-C-0009148,1,BI-091037,B3,Zeta,0.322,0.545,2,4,652240
BI-C-0009149,1,BI-091054,G1,Epsilon,0.291,0.083,5,3,196666
BI-C-0009150,1,BI-091067,B6,Zeta,0.836,0.507,1,2,925663
BI-C-0009151,1,BI-091075,A8,Epsilon,0.033,0.532,4,2,2855653
BI-C-0009152,2,BI-091075,A8,Epsilon,0.033,0.532,4,2,3099664
BI-C-0009153,3,BI-091075,A8,Epsilon,0.033,0.532,4,2,6915018
BI-C-0009154,1,BI-091089,B1,Epsilon,0.685,0.168,1,1,1229831
BI-C-0009155,1,BI-091101,G3,Zeta,0.068,0.711,2,4,6713889
BI-C-0009156,1,BI-091110,G7,Zeta,0.239,0.338,4,1,1961013
BI-C-0009157,1,BI-091119,G4,Epsilon,0.043,0.737,2,5,6915915
BI-C-0009158,1,BI-091128,G2,Zeta,0.56,0.511,4,1,13822951
BI-C-0009159,1,BI-091135,A2,Zeta,0.809,0.582,4,1,98679
BI-C-0009160,1,BI-091152,G6,Epsilon,0.583,0.909,4,5,608024
BI-C-0009161,1,BI-091156,G7,Zeta,0.736,0.271,3,4,9902904
BI-C-0009162,1,BI-091169,G9,Zeta,0.208,0.216,2,4,325413
BI-C-0009163,1,BI-091173,A8,Epsilon,0.042,0.237,4,3,863071
BI-C-0009164,1,BI-091187,B6,Helionis Cluster,0.754,0.129,5,4,317889
BI-C-0009165,1,BI-091189,G3,Zeta,0.143,0.68,4,5,5396463
BI-C-0009166,2,BI-091189,G3,Zeta,0.143,0.68,4,5,1211985
BI-C-0009167,1,BI-091200,G2,Zeta,0.866,0.492,5,1,3760220
BI-C-0009168,1,BI-091206,B9,Helionis Cluster,0.151,0.668,1,3,5577279
BI-C-0009169,1,BI-091208,B6,Zeta,0.687,0.432,2,1,735786
BI-C-0009170,1,BI-091235,B4,Helionis Cluster,0.594,0.419,2,21,127107644
BI-C-0009171,1,BI-091261,G8,Epsilon,0.627,0.701,3,3,430184
BI-C-0009172,1,BI-091284,B9,Helionis Cluster,0.788,0.243,2,5,2570525
BI-C-0009173,1,BI-091315,G5,Epsilon,0.544,0.306,2,4,1665769
BI-C-0009174,2,BI-091315,G5,Epsilon,0.544,0.306,2,4,1358320
BI-C-0009175,1,BI-091371,A5,Epsilon,0.699,0.12,5,1,1048937
BI-C-0009176,1,BI-091387,G1,Helionis Cluster,0.22,0.718,3,5,168877
BI-C-0009177,2,BI-091387,G1,Helionis Cluster,0.22,0.718,3,5,3218738
BI-C-0009178,1,BI-091394,G4,Epsilon,0.931,0.598,4,3,4705639
BI-C-0009179,2,BI-091394,G4,Epsilon,0.931,0.598,4,3,2477179
BI-C-0009180,1,BI-091447,B4,Helionis Cluster,0.828,0.816,3,4,2286397
BI-C-0009181,2,BI-091447,B4,Helionis Cluster,0.828,0.816,3,4,20111921
BI-C-0009182,3,BI-091447,B4,Helionis Cluster,0.828,0.816,3,4,41612198
BI-C-0009183,1,BI-091449,A7,Epsilon,0.986,0.138,3,1,1995413
BI-C-0009184,1,BI-091457,G7,Zeta,0.436,0.693,2,3,7769465
BI-C-0009185,1,BI-091470,A6,Epsilon,0.553,0.347,4,3,1716213
BI-C-0009186,1,BI-091508,B3,Zeta,0.527,0.474,4,4,627617
BI-C-0009187,2,BI-091508,B3,Zeta,0.527,0.474,4,4,-6152704
BI-C-0009188,1,BI-091537,B6,Epsilon,0.327,0.652,1,1,240169
BI-C-0009189,2,BI-091537,B6,Epsilon,0.327,0.652,1,1,3633743
BI-C-0009190,1,BI-091540,B3,Zeta,0.471,0.798,2,3,3769238
BI-C-0009191,1,BI-091545,A1,Epsilon,0.528,0.27,5,1,615165
BI-C-0009192,1,BI-091548,A3,Zeta,0.953,0.273,5,5,487942
BI-C-0009193,1,BI-091559,G5,Zeta,0.271,0.64,5,5,272972
BI-C-0009194,1,BI-091585,A5,Zeta,0.138,0.206,3,1,4260612
BI-C-0009195,1,BI-091589,A9,Epsilon,0.183,0.828,4,5,4547678
BI-C-0009196,1,BI-091590,G6,Epsilon,0.909,0.931,5,4,9079079
BI-C-0009197,2,BI-091590,G6,Epsilon,0.909,0.931,5,4,1969962
BI-C-0009198,1,BI-091600,G4,Zeta,0.44,0.706,3,1,2007450
BI-C-0009199,1,BI-091601,G4,Epsilon,0.418,0.329,2,3,4027273
BI-C-0009200,1,BI-091612,B7,Epsilon,0.736,0.28,1,1,2504780
BI-C-0009201,1,BI-091619,A5,Epsilon,0.099,0.678,2,2,2130489
BI-C-0009202,1,BI-091620,B7,Zeta,0.92,0.79,2,2,4585536
BI-C-0009203,1,BI-091640,B1,Epsilon,0.686,0.506,2,3,1139513
BI-C-0009204,2,BI-091640,B1,Epsilon,0.686,0.506,2,3,819441
BI-C-0009205,1,BI-091646,B2,Zeta,0.763,0.277,3,1,1696904
BI-C-0009206,2,BI-091646,B2,Zeta,0.763,0.277,3,1,1428763
BI-C-0009207,1,BI-091647,G5,Zeta,0.635,0.228,2,2,1389709
BI-C-0009208,1,BI-091685,G5,Epsilon,0.811,0.79,2,4,3024015
BI-C-0009209,1,BI-091691,A9,Epsilon,0.256,0.459,2,4,1892735
BI-C-0009210,2,BI-091691,A9,Epsilon,0.256,0.459,2,4,1303119
BI-C-0009211,1,BI-091694,B5,Zeta,0.412,0.458,3,4,557539
BI-C-0009212,1,BI-091725,B1,Epsilon,0.806,0.613,4,1,927679
BI-C-0009213,1,BI-091760,B8,Zeta,0.679,0.601,4,5,2318642
BI-C-0009214,2,BI-091760,B8,Zeta,0.679,0.601,4,5,1560644
BI-C-0009215,1,BI-091789,A4,Zeta,0.211,0.239,5,1,4907886
BI-C-0009216,1,BI-091819,A3,Epsilon,0.35,0.729,2,4,4427598
BI-C-0009217,1,BI-091836,G8,Zeta,0.037,0.243,3,2,2861433
BI-C-0009218,1,BI-091856,A9,Helionis Cluster,0.902,0.514,5,3,5929173
BI-C-0009219,1,BI-091868,A1,Epsilon,0.644,0.614,4,5,4042265
BI-C-0009220,2,BI-091868,A1,Epsilon,0.644,0.614,4,5,1346879
BI-C-0009221,1,BI-091870,B1,Zeta,0.545,0.377,2,2,1458664
BI-C-0009222,2,BI-091870,B1,Zeta,0.545,0.377,2,2,5308205
BI-C-0009223,3,BI-091870,B1,Zeta,0.545,0.377,2,2,774992
BI-C-0009224,1,BI-091888,B6,Zeta,0.849,0.862,5,3,3717483
BI-C-0009225,2,BI-091888,B6,Zeta,0.849,0.862,5,3,1025105
BI-C-0009226,1,BI-091916,B3,Epsilon,0.299,0.091,1,1,1934205
BI-C-0009227,1,BI-091919,A6,Helionis Cluster,0.789,0.323,4,2,1456673
BI-C-0009228,2,BI-091919,A6,Helionis Cluster,0.789,0.323,4,2,383297
BI-C-0009229,1,BI-091926,A3,Epsilon,0.318,0.234,2,5,1464741
BI-C-0009230,1,BI-091940,B2,Zeta,0.346,0.458,4,5,3342784
BI-C-0009231,2,BI-091940,B2,Zeta,0.346,0.458,4,5,2180399
BI-C-0009232,1,BI-091943,G6,Epsilon,0.768,0.506,2,5,3861540
BI-C-0009233,1,BI-091957,B9,Zeta,0.496,0.712,1,2,3757875
BI-C-0009234,1,BI-091959,B1,Zeta,0.044,0.218,5,4,3540060
BI-C-0009235,1,BI-091974,G7,Helionis Cluster,0.268,0.197,2,4,1135517
BI-C-0009236,1,BI-091980,B9,Zeta,0.531,0.49,5,2,1092777
BI-C-0009237,1,BI-092016,A8,Zeta,0.109,0.488,5,4,1143310
BI-C-0009238,1,BI-092032,G3,Helionis Cluster,0.416,0.197,3,3,9790064
BI-C-0009239,1,BI-092070,A7,Zeta,0.015,0.551,2,1,11326834
BI-C-0009240,2,BI-092070,A7,Zeta,0.015,0.551,2,1,3409746
BI-C-0009241,1,BI-092085,A8,Zeta,0.072,0.813,5,1,2631738
BI-C-0009242,2,BI-092085,A8,Zeta,0.072,0.813,5,1,1830918
BI-C-0009243,3,BI-092085,A8,Zeta,0.072,0.813,5,1,3586167
BI-C-0009244,4,BI-092085,A8,Zeta,0.072,0.813,5,1,778481
BI-C-0009245,1,BI-092090,G9,Epsilon,0.321,0.678,5,3,2208675
BI-C-0009246,2,BI-092090,G9,Epsilon,0.321,0.678,5,3,19582806
BI-C-0009247,3,BI-092090,G9,Epsilon,0.321,0.678,5,3,4125248
BI-C-0009248,1,BI-092091,B2,Helionis Cluster,0.265,0.372,2,1,3897978
BI-C-0009249,1,BI-092092,G8,Zeta,0.703,0.428,2,4,1850502
BI-C-0009250,2,BI-092092,G8,Zeta,0.703,0.428,2,4,3098308
BI-C-0009251,1,BI-092093,B6,Helionis Cluster,0.035,0.491,4,1,1445815
BI-C-0009252,2,BI-092093,B6,Helionis Cluster,0.035,0.491,4,1,1022928
BI-C-0009253,1,BI-092101,B5,Zeta,0.653,0.716,4,3,55002534
BI-C-0009254,2,BI-092101,B5,Zeta,0.653,0.716,4,3,2690460
BI-C-0009255,1,BI-092103,A5,Helionis Cluster,0.673,0.751,2,1,2273900
BI-C-0009256,1,BI-092118,G6,Epsilon,0.73,0.622,1,3,336854
BI-C-0009257,2,BI-092118,G6,Epsilon,0.73,0.622,1,3,2205028
BI-C-0009258,3,BI-092118,G6,Epsilon,0.73,0.622,1,3,9347589
BI-C-0009259,4,BI-092118,G6,Epsilon,0.73,0.622,1,3,653466
BI-C-0009260,1,BI-092149,B7,Epsilon,0.087,0.601,4,5,926146
BI-C-0009261,1,BI-092150,G9,Zeta,0.053,0.293,4,5,3233314
