claim_id,claim_seq,policy_id,equipment_id,equipment_type,equipment_age,solar_system,maintenance_int,usage_int,exposure,claim_amount
EF-C-0007017,1,EF-690520,EQ-877141,Quantum Bore,7.167,Zeta,1267.76,22.54,0.381,96681
EF-C-0007018,1,EF-360978,EQ-884585,ReglAggregators,10.35,Zeta,463.96,13.18,0.451,74804
EF-C-0007019,1,EF-429789,EQ-709157,ReglAggregators,9.144,Zeta,1549.92,13.42,0.511,126421
EF-C-0007020,1,EF-745097,EQ-218573,ReglAggregators,11.825,Helionis Cluster,226.23,7.48,0.591,37373
EF-C-0007021,1,EF-678873,EQ-907494,Flux Rider,14.163,Epsilon,847.49,10.8,0.588,33417
EF-C-0007022,1,EF-141515,EQ-356960,ReglAggregators,17.323,Zeta,666.61,21.68,0.961,151590
EF-C-0007023,1,EF-657750,EQ-427058,ReglAggregators,8.424,Epsilon,1013.63,21.48,0.51,37325
EF-C-0007024,1,EF-511890,EQ-606516,Quantum Bore,13.255,Helionis Cluster,176.95,4.02,0.896,63864
EF-C-0007025,1,EF-843555,EQ-364164,Quantum Bore,14.079,Zeta,1743.7,15.96,0.531,251895
EF-C-0007026,1,EF-889507,EQ-133085,Ion Pulverizer,24.141,Helionis Cluster,1794.93,3.56,0.252,100014
EF-C-0007027,1,EF-603542,EQ-109556,Ion Pulverizer,14.635,Epsilon,1322.95,17.88,0.586,49540
EF-C-0007028,1,EF-709370,EQ-073459,ReglAggregators,13.411,Helionis Cluster,118.19,21.28,0.297,39088
EF-C-0007029,1,EF-601559,EQ-987632,ReglAggregators,13.836,Zeta,1467.58,19.39,0.33,81782
EF-C-0007030,1,EF-912722,EQ-989303,FexStram Carrier,17.29,Helionis Cluster,896.89,23.23,0.846,55508
EF-C-0007031,1,EF-599004,EQ-353640,Flux Rider,10.388,Helionis Cluster,933.28,15.54,0.718,45816
EF-C-0007032,1,EF-020091,EQ-843075,Quantum Bore,14.189,Zeta,471.36,9.38,0.559,236321
EF-C-0007033,1,EF-426843,EQ-062213,Quantum Bore,13.969,Helionis Cluster,791.06,22.09,0.722,194685
EF-C-0007034,1,EF-209267,EQ-691392,Graviton Extractor,12.501,Zeta,1651.82,1.58,0.865,28322
EF-C-0007035,1,EF-689128,EQ-547975,Graviton Extractor,11.727,Zeta,1789.25,1.19,0.401,47425
EF-C-0007036,1,EF-475753,EQ-388417,Graviton Extractor,20.023,Epsilon,1515,19.79,0.537,138646
EF-C-0007037,1,EF-885064,EQ-215257,Graviton Extractor,8.253,Epsilon,1796.35,16.2,0.562,96766
EF-C-0007038,1,EF-720208,EQ-941944,Graviton Extractor,6.788,Zeta,1493.07,6.95,0.733,53834
EF-C-0007039,1,EF-064334,EQ-823542,Ion Pulverizer,6.848,Zeta,1384.83,20.76,0.656,95490
EF-C-0007040,1,EF-513791,EQ-983605,Quantum Bore,17.684,Epsilon,577.07,11.86,0.66,173231
EF-C-0007041,1,EF-156456,EQ-281283,Flux Rider,13.84,Zeta,727.88,8.96,0.782,64954
EF-C-0007042,2,EF-156456,EQ-281283,Flux Rider,13.84,Zeta,727.88,8.96,0.782,32159
EF-C-0007043,1,EF-156456,EQ-281283,Flux Rider,13.84,Zeta,727.88,8.96,0.782,56295
EF-C-0007044,2,EF-156456,EQ-281283,Flux Rider,13.84,Zeta,727.88,8.96,0.782,56622
EF-C-0007045,1,EF-664742,EQ-255023,Ion Pulverizer,15.017,Zeta,966.83,3.24,0.565,98955
EF-C-0007046,1,EF-663162,EQ-921964,Graviton Extractor,9.462,Epsilon,954.23,14.01,0.677,77107
EF-C-0007047,1,EF-007234,EQ-519438,ReglAggregators,14.78,Zeta,1109.62,9.37,0.757,62258
EF-C-0007048,1,EF-621968,EQ-854213,Ion Pulverizer,21.237,Zeta,407.34,8.54,0.451,29888
EF-C-0007049,1,EF-387816,EQ-348152,Quantum Bore,8.578,Zeta,727.63,12.11,0.707,61614
EF-C-0007050,1,EF-660244,EQ-251652,Quantum Bore,14.199,Zeta,1130.28,22.83,0.489,158105
EF-C-0007051,1,EF-285045,EQ-339339,Graviton Extractor,8.658,Zeta,953.11,21.91,0.415,80217
EF-C-0007052,1,EF-694785,EQ-351714,FexStram Carrier,18.364,Epsilon,793.63,7.14,0.531,24895
EF-C-0007053,2,EF-694785,EQ-351714,FexStram Carrier,18.364,Epsilon,793.63,7.14,0.531,35948
EF-C-0007054,1,EF-694785,EQ-351714,FexStram Carrier,18.364,Epsilon,793.63,7.14,0.531,55899
EF-C-0007055,2,EF-694785,EQ-351714,FexStram Carrier,18.364,Epsilon,793.63,7.14,0.531,30584
EF-C-0007056,1,EF-310761,EQ-173081,Quantum Bore,16.494,Epsilon,1253.34,2.06,0.202,59616
EF-C-0007057,1,EF-624687,EQ-486507,Flux Rider,15.717,Zeta,501.55,21.62,0.762,103994
EF-C-0007058,1,EF-581969,EQ-437449,Graviton Extractor,21.372,Zeta,552.09,21.29,0.7,139586
EF-C-0007059,1,EF-904066,EQ-089983,ReglAggregators,10.599,Zeta,1741.44,18.81,0.353,107737
EF-C-0007060,1,EF-925217,EQ-755947,FexStram Carrier,11.085,Helionis Cluster,1670.71,11.97,0.66,86273
EF-C-0007061,1,EF-712647,EQ-987001,Quantum Bore,12.966,Zeta,976.13,3.13,0.812,79104
EF-C-0007062,1,EF-776715,EQ-080309,Quantum Bore,11.902,Zeta,1312.11,20.39,0.631,148952
EF-C-0007063,1,EF-058888,EQ-116668,ReglAggregators,14.116,Epsilon,1636.36,12.93,0.217,101897
EF-C-0007064,1,EF-047234,EQ-634340,ReglAggregators,19.649,Helionis Cluster,1495.22,19.97,0.585,54707
EF-C-0007065,1,EF-782017,EQ-482769,Ion Pulverizer,20.529,Helionis Cluster,256.87,14.33,0.904,47837
EF-C-0007066,1,EF-579616,EQ-886918,ReglAggregators,19.598,Helionis Cluster,518.67,0.6,0.699,43176
EF-C-0007067,1,EF-520465,EQ-332157,Flux Rider,13.841,Epsilon,382.14,9.45,0.621,32214
EF-C-0007068,1,EF-210671,EQ-410991,Graviton Extractor,12.58,Zeta,499.97,23.66,0.36,204526
EF-C-0007069,1,EF-594035,EQ-727830,Ion Pulverizer,17.023,Epsilon,1757.6,16.24,0.751,41346
EF-C-0007070,1,EF-816237,EQ-247752,Quantum Bore,9.972,Epsilon,457.51,5.85,0.815,155741
EF-C-0007071,1,EF-849747,EQ-056240,Graviton Extractor,14.381,Zeta,676.08,5.45,0.116,44800
EF-C-0007072,1,EF-842286,EQ-926873,ReglAggregators,13.092,Zeta,811.57,0.36,0.929,55425
EF-C-0007073,1,EF-786868,EQ-134911,Quantum Bore,4.15,Epsilon,1676.33,9.57,0.328,55160
EF-C-0007074,1,EF-465619,EQ-457906,Ion Pulverizer,8.634,Epsilon,889.5,2.23,0.524,115588
EF-C-0007075,1,EF-176778,EQ-035908,ReglAggregators,11.69,Helionis Cluster,521.79,15.96,0.933,61093
EF-C-0007076,1,EF-569998,EQ-721423,Graviton Extractor,16.144,Epsilon,301.76,14.25,0.848,85000
EF-C-0007077,1,EF-850335,EQ-769920,Ion Pulverizer,12.005,Zeta,1222.79,20.01,0.659,93166
EF-C-0007078,1,EF-695633,EQ-797164,ReglAggregators,5.482,Epsilon,834.29,2.44,0.428,38231
EF-C-0007079,1,EF-017841,EQ-091767,Graviton Extractor,21.949,Zeta,1060.85,22.33,0.729,92170
EF-C-0007080,1,EF-692940,EQ-322703,Graviton Extractor,12.501,Epsilon,768.79,17.98,0.486,66847
EF-C-0007081,1,EF-505382,EQ-955839,Ion Pulverizer,10.137,Epsilon,1033.66,9.39,0.593,118037
EF-C-0007082,1,EF-221451,EQ-239425,ReglAggregators,7.975,Epsilon,1737.05,14,0.71,59495
EF-C-0007083,1,EF-984873,EQ-164183,ReglAggregators,13.51,Helionis Cluster,313.44,0.23,0.277,28606
EF-C-0007084,1,EF-375802,EQ-073037,Quantum Bore,3.287,Zeta,129.2,2.65,0.536,66341
EF-C-0007085,1,EF-294270,EQ-092198,ReglAggregators,7.408,Epsilon,1738.1,16.46,0.838,57222
EF-C-0007086,1,EF-165845,EQ-034648,ReglAggregators,8.215,Zeta,677.49,2.67,0.419,35635
EF-C-0007087,1,EF-833716,EQ-502920,Graviton Extractor,15.905,Zeta,1142.07,22.35,0.418,46267
EF-C-0007088,1,EF-894377,EQ-031870,Quantum Bore,9.839,Epsilon,1603.63,22.31,0.616,413645
EF-C-0007089,1,EF-733857,EQ-244140,FexStram Carrier,3.994,Zeta,1024.83,22.98,0.741,38988
EF-C-0007090,1,EF-138703,EQ-798270,FexStram Carrier,9.91,Zeta,1407.77,4.24,0.623,30912
EF-C-0007091,1,EF-083314,EQ-472359,Graviton Extractor,9.486,Zeta,726.99,17.38,0.619,99804
EF-C-0007092,1,EF-965806,EQ-963611,FexStram Carrier,6.79,Helionis Cluster,1355.7,6.66,0.862,27855
EF-C-0007093,1,EF-136478,EQ-472321,Ion Pulverizer,22.194,Helionis Cluster,101.94,15.55,0.301,47395
EF-C-0007094,1,EF-544977,EQ-897081,ReglAggregators,17.112,Zeta,1266.95,10.99,0.369,82040
EF-C-0007095,1,EF-710766,EQ-809077,Ion Pulverizer,10.567,Zeta,1577.87,13.83,0.55,81126
EF-C-0007096,1,EF-163281,EQ-027992,FexStram Carrier,13.063,Zeta,1695.37,22.7,0.522,92661
EF-C-0007097,1,EF-939660,EQ-356909,Quantum Bore,4.876,Epsilon,319.53,13.51,0.519,41902
EF-C-0007098,1,EF-047621,EQ-092256,Quantum Bore,8.043,Helionis Cluster,119.06,10.39,0.353,181538
EF-C-0007099,1,EF-986113,EQ-523999,Graviton Extractor,8.576,Epsilon,1203.58,1.4,0.973,112172
EF-C-0007100,1,EF-972020,EQ-581087,Graviton Extractor,11.435,Epsilon,1154.91,15.07,0.62,26080
EF-C-0007101,1,EF-240319,EQ-781457,Graviton Extractor,8.433,Helionis Cluster,1405.17,6.71,0.501,50329
EF-C-0007102,1,EF-216768_???2099,EQ-562602,Ion Pulverizer,19.608,Helionis Cluster,1066.79,15.57,0.898,174694
EF-C-0007103,1,EF-096405,EQ-197737,Graviton Extractor,9.697,Helionis Cluster,264.34,18.24,0.192,33886
EF-C-0007104,1,EF-465416,EQ-667052,FexStram Carrier,17.535,Epsilon,794.82,12.8,0.894,82804
EF-C-0007105,1,EF-192811,EQ-130409,Ion Pulverizer,8.746,Epsilon,1440.63,20.66,0.697,105551
EF-C-0007106,1,EF-233124,EQ-323298,Quantum Bore,7.233,Helionis Cluster,385.61,13.45,0.855,106001
EF-C-0007107,2,EF-233124,EQ-323298,Quantum Bore,7.233,Helionis Cluster,385.61,13.45,0.855,94968
EF-C-0007108,1,EF-233124,EQ-323298,Quantum Bore,7.233,Helionis Cluster,385.61,13.45,0.855,77430
EF-C-0007109,2,EF-233124,EQ-323298,Quantum Bore,7.233,Helionis Cluster,385.61,13.45,0.855,101470
EF-C-0007110,1,EF-047795,EQ-622705,Ion Pulverizer,11.639,Epsilon,515.27,-13.69,0.355,26175
EF-C-0007111,1,EF-981848,EQ-039048,FexStram Carrier,18.652,Epsilon,578.73,23.03,0.222,23704
EF-C-0007112,1,EF-511729,EQ-803565,Quantum Bore,15.802,Epsilon,259.36,9.32,0.27,182305
EF-C-0007113,1,EF-966967,EQ-503713,Flux Rider,16.178,Zeta,1346.28,17.16,0.601,91059
EF-C-0007114,1,EF-138357,EQ-808514,Flux Rider,18.455,Zeta,1352.67,15.03,0.603,48801
EF-C-0007115,1,EF-545828,EQ-000714,FexStram Carrier,3,Helionis Cluster,742.34,3.85,0.537,28288
EF-C-0007116,1,EF-266952,EQ-923350,Quantum Bore,3,Epsilon,1686.39,3.79,0.816,98288
EF-C-0007117,1,EF-979203,EQ-562795,ReglAggregators,9.606,Epsilon,1572.24,23.01,0.216,94949
EF-C-0007118,1,EF-579615,EQ-069675,Graviton Extractor,10,Zeta,1552.64,16.58,0.405,86191
EF-C-0007119,1,EF-625722,EQ-540905,ReglAggregators,20.575,Zeta,585.82,10.63,0.759,258187
EF-C-0007120,1,EF-353413,EQ-579888,Flux Rider,15.401,Epsilon,1151.5,9.49,0.54,50704
EF-C-0007121,1,EF-785025,EQ-761721,Quantum Bore,10.537,Helionis Cluster,1398.58,12.17,0.225,53514
EF-C-0007122,1,EF-638962,EQ-101065,Graviton Extractor,12.881,Helionis Cluster,102.32,10.43,0.723,37058
EF-C-0007123,2,EF-638962,EQ-101065,Graviton Extractor,12.881,Helionis Cluster,102.32,10.43,0.723,59409
EF-C-0007124,1,EF-638962,EQ-101065,Graviton Extractor,12.881,Helionis Cluster,102.32,10.43,0.723,95759
EF-C-0007125,2,EF-638962,EQ-101065,Graviton Extractor,12.881,Helionis Cluster,102.32,10.43,0.723,104319
EF-C-0007126,1,EF-400604,EQ-382494,Quantum Bore,8.477,Zeta,1377.15,6.77,0.584,48502
EF-C-0007127,1,EF-959598,EQ-284144,Graviton Extractor,14.501,Zeta,110.37,19.26,0.582,62004
EF-C-0007128,1,EF-636445,EQ-250229,Graviton Extractor,12.012,Epsilon,721.91,0.12,0.475,67886
EF-C-0007129,1,EF-937218,EQ-408888,Ion Pulverizer,15.635,Zeta,1792.55,23.8,0.678,69599
EF-C-0007130,1,EF-596913,EQ-324825,Quantum Bore,12.77,Zeta,1458.03,22.65,0.833,438805
EF-C-0007131,1,Unknown,EQ-892167,ReglAggregators,10.06,Helionis Cluster,263.16,19.22,0.711,28439
EF-C-0007132,1,EF-017748,EQ-273441,Graviton Extractor,3.988,Epsilon,450.96,7.33,0.532,25923
EF-C-0007133,1,EF-355366,EQ-708127,Ion Pulverizer,12.702,Epsilon,1277.35,15.77,0.636,66619
EF-C-0007134,1,EF-901198,EQ-450395,Ion Pulverizer,6.986,Epsilon,341.51,5.26,0.592,77579
EF-C-0007135,1,EF-137731,EQ-310599,ReglAggregators,6.428,Zeta,512.19,15.08,0.217,33409
EF-C-0007136,1,EF-604460,EQ-302514,Quantum Bore,16.785,Epsilon,490.92,6.8,0.42,92912
EF-C-0007137,1,EF-944185,EQ-678875,FexStram Carrier,17.309,Zeta,864.57,3.44,0.717,40605
EF-C-0007138,1,EF-193798,EQ-044546,Flux Rider,17.708,Epsilon,1398.4,21.3,0.589,83249
EF-C-0007139,1,EF-963954,EQ-063261,FexStram Carrier,7.407,Zeta,866,6.34,0.794,28636
EF-C-0007140,1,EF-500305,EQ-920712,ReglAggregators,4.076,Helionis Cluster,403.19,14.38,0.435,49928
EF-C-0007141,1,EF-446857,EQ-602555,Quantum Bore,18.265,Unknown,370.31,10.42,0.339,59173
EF-C-0007142,1,EF-261945,EQ-727958,Quantum Bore,4.955,Helionis Cluster,1166.18,2.78,0.083,171186
EF-C-0007143,1,EF-640862,EQ-214849,ReglAggregators,10.719,Zeta,1270.82,17.9,0.751,101253
EF-C-0007144,1,EF-011146,EQ-288411,Flux Rider,10.048,Epsilon,1661.57,18.96,0.51,56178
EF-C-0007145,1,EF-757425,EQ-770934,ReglAggregators,12.659,Helionis Cluster,1166.3,2.75,0.393,43255
EF-C-0007146,1,EF-464848,EQ-495296,Ion Pulverizer,11.871,Epsilon,540.32,3.64,0.781,62843
EF-C-0007147,1,EF-525693,EQ-471830,Ion Pulverizer,19.179,Zeta,1296.57,16.09,0.518,75943
EF-C-0007148,1,EF-810028,EQ-424596,ReglAggregators,-11.166,Epsilon,485.45,20.04,0.742,44107
EF-C-0007149,1,EF-345089,EQ-776647,Flux Rider,13.559,Epsilon,545.8,2.85,0.169,36317
EF-C-0007150,1,EF-635361,EQ-655066,ReglAggregators,12.968,Epsilon,1637.03,20.96,0.696,98094
EF-C-0007151,1,EF-023846,EQ-720662,Ion Pulverizer,15.278,Epsilon,1225.97,12.88,0.206,52138
EF-C-0007152,1,EF-797799,EQ-460612,Quantum Bore,11.419,Zeta,699.67,8.5,0.512,182827
EF-C-0007153,1,EF-346054,EQ-063279,ReglAggregators,15.739,Zeta,353.05,22.44,0.727,76680
EF-C-0007154,1,EF-716364,EQ-305622,ReglAggregators,7.746,Zeta,968.85,15.16,0.548,83850
EF-C-0007155,1,EF-476854,EQ-473601,Flux Rider,13.65,Helionis Cluster,548.1,21.06,0.735,46389
EF-C-0007156,2,EF-476854,EQ-473601,Flux Rider,13.65,Helionis Cluster,548.1,21.06,0.735,55229
EF-C-0007157,1,EF-476854,EQ-473601,Flux Rider,13.65,Helionis Cluster,548.1,21.06,0.735,98959
EF-C-0007158,2,EF-476854,EQ-473601,Flux Rider,13.65,Helionis Cluster,548.1,21.06,0.735,81087
EF-C-0007159,1,EF-121706,EQ-779465,Graviton Extractor,12.321,Epsilon,1384.07,4.74,0.498,52545
EF-C-0007160,1,EF-466053,EQ-924143,Ion Pulverizer,14.341,Zeta,280.72,3.81,0.235,37073
EF-C-0007161,1,EF-768512,EQ-783816,Quantum Bore,11.434,Epsilon,1057.98,17.05,0.337,83219
EF-C-0007162,1,EF-699641,EQ-920374,Quantum Bore,9.049,Epsilon,965.97,21.02,0.674,112656
EF-C-0007163,1,EF-670026,EQ-836381,Quantum Bore,9.135,Helionis Cluster,1236.59,11.72,0.249,250556
EF-C-0007164,1,EF-811434,EQ-199200,Quantum Bore,13.18,Zeta,891.32,23.78,0.62,150582
EF-C-0007165,2,EF-811434,EQ-199200,Quantum Bore,13.18,Zeta,891.32,23.78,0.62,97855
EF-C-0007166,1,EF-811434,EQ-199200,Quantum Bore,13.18,Zeta,891.32,23.78,0.62,114870
EF-C-0007167,2,EF-811434,EQ-199200,Quantum Bore,13.18,Zeta,891.32,23.78,0.62,118913
EF-C-0007168,1,EF-954026,EQ-492588,Ion Pulverizer,8.554,Epsilon,1542.03,2.02,0.643,101107
EF-C-0007169,1,EF-913414,EQ-181433,Ion Pulverizer,10.379,Epsilon,1524.89,19.61,0.56,66395
EF-C-0007170,1,EF-559068,EQ-886694,Graviton Extractor,11.069,Epsilon,1393.74,21.53,0.833,79385
EF-C-0007171,1,EF-952506,EQ-577000,Quantum Bore,13.055,Helionis Cluster,1364.71,21.15,0.587,97144
EF-C-0007172,1,EF-694587,EQ-334559,Quantum Bore,6.648,Epsilon,860.27,16.49,0.636,156079
EF-C-0007173,1,EF-394486,EQ-661775,Ion Pulverizer,11.768,Helionis Cluster,991.44,8.14,0.489,26859
EF-C-0007174,1,EF-571757,EQ-422550,Ion Pulverizer,9.416,Epsilon,1799.17,4.68,0.678,122351
EF-C-0007175,1,EF-128953,EQ-313646,ReglAggregators,11.684,Zeta,842.26,8.7,0.661,60587
EF-C-0007176,1,EF-647431,EQ-958408,FexStram Carrier,11.348,Epsilon,1678.41,16.56,0.302,35204
EF-C-0007177,1,EF-384332,EQ-819671,Flux Rider,10.471,Zeta,791.83,19.96,0.71,96998
EF-C-0007178,1,EF-638987,EQ-279562,Flux Rider,13.844,Helionis Cluster,1134.17,12.46,0.66,63097
EF-C-0007179,1,EF-910500,EQ-530980,Ion Pulverizer,3,Zeta,129.1,10.74,0.859,44768
EF-C-0007180,1,EF-280834,EQ-047134,Quantum Bore,12.324,Epsilon,1724.39,23.55,0.343,80582
EF-C-0007181,2,EF-280834,EQ-047134,Quantum Bore,12.324,Epsilon,1724.39,23.55,0.343,212178
EF-C-0007182,1,EF-280834,EQ-047134,Quantum Bore,12.324,Epsilon,1724.39,23.55,0.343,375878
EF-C-0007183,2,EF-280834,EQ-047134,Quantum Bore,12.324,Epsilon,1724.39,23.55,0.343,341166
EF-C-0007184,1,EF-570870,EQ-657521,ReglAggregators,11.298,Epsilon,425.43,20.42,0.676,52455
EF-C-0007185,1,EF-544890,EQ-230562,Quantum Bore,19.063,Helionis Cluster,1343.87,7.2,0.569,99522
EF-C-0007186,1,EF-213425,EQ-004055,Ion Pulverizer,5.616,Zeta,1067.27,22.98,0.892,76151
EF-C-0007187,1,EF-191353,EQ-486814,Flux Rider,13.579,Epsilon,499.53,15.73,0.141,40410
EF-C-0007188,1,EF-325032,EQ-599931,Ion Pulverizer,10.728,Zeta,1739.38,20.02,0.618,113018
EF-C-0007189,1,EF-604042,EQ-892600,Flux Rider,14.236,Epsilon,1254.68,10.96,0.439,61022
EF-C-0007190,1,EF-488812,EQ-169819,Flux Rider,9.068,Zeta,141.52,9.27,0.253,90954
EF-C-0007191,1,EF-009948,EQ-765020,ReglAggregators,12.692,Epsilon,1094.34,21.99,0.888,59641
EF-C-0007192,2,EF-009948,EQ-765020,ReglAggregators,12.692,Epsilon,1094.34,21.99,0.888,91431
EF-C-0007193,1,EF-009948,EQ-765020,ReglAggregators,12.692,Epsilon,1094.34,21.99,0.888,78129
EF-C-0007194,2,EF-009948,EQ-765020,ReglAggregators,12.692,Epsilon,1094.34,21.99,0.888,74303
EF-C-0007195,1,EF-830121,EQ-343942,FexStram Carrier,14.827,Helionis Cluster,674,2.35,0.667,49778
EF-C-0007196,1,EF-937709,EQ-834205,Ion Pulverizer,9.282,Epsilon,1059.29,19.51,0.694,164701
EF-C-0007197,1,EF-191991,EQ-168996,ReglAggregators,10.25,Helionis Cluster,1075.24,7.85,0.391,64947
EF-C-0007198,1,EF-467653,EQ-818830,Ion Pulverizer,10.902,Helionis Cluster,836.71,22.15,0.224,66901
EF-C-0007199,1,Unknown,EQ-835668,Quantum Bore,15.181,Zeta,1282.97,4.04,0.532,106456
EF-C-0007200,2,EF-329968,EQ-835668,Quantum Bore,15.181,Zeta,1282.97,4.04,0.532,76435
EF-C-0007201,1,EF-329968,EQ-835668,Quantum Bore,15.181,Zeta,1282.97,4.04,0.532,176927
EF-C-0007202,2,EF-329968,EQ-835668,Quantum Bore,15.181,Zeta,1282.97,4.04,0.532,295337
EF-C-0007203,1,EF-511866,EQ-511592,Flux Rider,12.009,Epsilon,1648.1,19.26,0.737,28443
EF-C-0007204,1,EF-864533,EQ-265724,ReglAggregators,3.61,Epsilon,629.97,14.97,0.42,47803
EF-C-0007205,1,EF-170012,EQ-963368,Quantum Bore,5.722,Helionis Cluster,513.87,15.6,0.965,80200
EF-C-0007206,1,EF-452322,EQ-700817,Graviton Extractor,5.596,Zeta,1203.2,13.55,0.41,37550
EF-C-0007207,1,EF-120264,EQ-751881,Quantum Bore,7.522,Epsilon,1196.81,17.35,0.083,78928
EF-C-0007208,1,EF-561760,EQ-965455,Quantum Bore,16.357,Helionis Cluster,1365.48,10.78,0.669,85324
EF-C-0007209,1,EF-187242,EQ-375873,Quantum Bore,4.761,Helionis Cluster,604.62,12.79,0.209,95458
EF-C-0007210,1,EF-592561,EQ-310939,Ion Pulverizer,15.521,Zeta,171.77,15.88,0.309,123903
EF-C-0007211,1,EF-900719,EQ-149504,ReglAggregators,20.092,Epsilon,411.24,13.99,0.73,19982
EF-C-0007212,1,EF-421666,EQ-418694,Graviton Extractor,8.492,Epsilon,625.32,7.83,0.732,27161
EF-C-0007213,1,EF-210275,EQ-592470,Graviton Extractor,12.006,Zeta,1470.14,16.6,0.518,130340
EF-C-0007214,1,EF-725093,EQ-635772,Ion Pulverizer,16.37,Epsilon,1756.85,20.41,0.8,87093
EF-C-0007215,1,EF-191783,EQ-972278,Graviton Extractor,14.897,Zeta,0,18.28,0.815,64486
EF-C-0007216,1,EF-919351,EQ-926512,Graviton Extractor,9.162,Helionis Cluster,1735.57,6.93,0.832,109814
EF-C-0007217,1,EF-182323,EQ-086763,ReglAggregators,20.692,Epsilon,668.27,12.22,0.447,67806
EF-C-0007218,1,EF-475555,EQ-665593,Flux Rider,9.323,Epsilon,1754.42,13.79,0.635,81365
EF-C-0007219,1,EF-761057,EQ-441815,Quantum Bore,16.007,Epsilon,1040.41,0.19,0.676,89499
EF-C-0007220,1,EF-163277,EQ-789847,Flux Rider,7.838,Zeta,485.42,17.98,0.85,74330
EF-C-0007221,2,EF-163277,EQ-789847,Flux Rider,7.838,Zeta,485.42,17.98,0.85,97368
EF-C-0007222,1,EF-163277,EQ-789847,Flux Rider,7.838,Zeta,485.42,17.98,0.85,152909
EF-C-0007223,2,EF-163277,EQ-789847,Flux Rider,7.838,Zeta,485.42,17.98,0.85,159730
EF-C-0007224,1,EF-174014,EQ-220705,Flux Rider,19.895,Epsilon,452.93,18.67,0.574,76927
EF-C-0007225,1,EF-524004,EQ-949908,Quantum Bore,6.483,Epsilon,1405.56,8.97,0.831,143426
EF-C-0007226,1,EF-369646,EQ-564991,Quantum Bore,13.568,Epsilon,149.21,6.14,0.479,124943
EF-C-0007227,1,EF-892743,EQ-521612,Quantum Bore,8.647,Helionis Cluster,1071.97,8.5,0.686,47608
EF-C-0007228,1,EF-513289,EQ-083942,ReglAggregators,16.865,Zeta,1210.29,22.83,0.576,75661
EF-C-0007229,1,EF-148918,EQ-663926,ReglAggregators,12.384,Zeta,1218.83,3.82,0.519,43302
EF-C-0007230,1,EF-229179,EQ-205979,Quantum Bore,16.895,Helionis Cluster,181.41,21.31,0.992,294625
EF-C-0007231,2,EF-229179,EQ-205979,Quantum Bore,16.895,Helionis Cluster,181.41,21.31,0.992,71508
EF-C-0007232,1,EF-229179,EQ-205979,Quantum Bore,16.895,Helionis Cluster,181.41,21.31,0.992,133663
EF-C-0007233,2,EF-229179,EQ-205979,Quantum Bore,16.895,Helionis Cluster,181.41,21.31,0.992,152987
EF-C-0007234,1,EF-039869,EQ-911426,ReglAggregators,3.348,Epsilon,1652.43,18.76,0.273,38066
EF-C-0007235,1,EF-499129,EQ-398236,FexStram Carrier,9.57,Helionis Cluster,525.64,14.1,0.356,43179
EF-C-0007236,1,EF-019624,EQ-250064,Ion Pulverizer,19.546,Epsilon,390.75,16.55,0.398,125698
EF-C-0007237,1,EF-125477,EQ-140737,ReglAggregators,11.932,Zeta,1078.99,18.11,0.612,110575
EF-C-0007238,1,EF-467679,EQ-724224,Ion Pulverizer,19.32,Helionis Cluster,888.24,6.52,0.555,87782
EF-C-0007239,1,EF-056803,EQ-849426,Graviton Extractor,11.645,Epsilon,1645.64,18.87,0.642,48896
EF-C-0007240,2,EF-056803,EQ-849426,Graviton Extractor,11.645,Epsilon,1645.64,18.87,0.642,66306
EF-C-0007241,1,EF-056803,EQ-849426,Graviton Extractor,11.645,Epsilon,1645.64,18.87,0.642,83673
EF-C-0007242,2,EF-056803,EQ-849426,Graviton Extractor,11.645,Epsilon,1645.64,18.87,0.642,133887
EF-C-0007243,1,EF-579358,EQ-708505,Flux Rider,10.391,Epsilon,654.58,4.18,0.889,30985
EF-C-0007244,1,EF-487446,EQ-123940,ReglAggregators,16.777,Zeta,743.11,10.33,0.936,47930
EF-C-0007245,1,EF-750591,EQ-410525,ReglAggregators,12.731,Zeta,1735.09,11.67,0.491,55485
EF-C-0007246,1,EF-763953,EQ-878815,Graviton Extractor,10.326,Epsilon,102.53,4.1,0.694,53652
EF-C-0007247,1,EF-545913,EQ-975957,Flux Rider,11.258,Epsilon,1584.52,7.74,0.852,141711
EF-C-0007248,1,EF-567165,EQ-206679,Ion Pulverizer,11.368,Zeta,1196.41,12.29,0.842,37941
EF-C-0007249,1,EF-250517,EQ-029960,Ion Pulverizer,3,Epsilon,1122.43,18.96,0.62,178752
EF-C-0007250,1,EF-673262,EQ-814825,Ion Pulverizer,3,Epsilon,1521.58,5.11,0.28,50555
EF-C-0007251,1,EF-592715,EQ-810304,Graviton Extractor,11.601,Zeta,716.86,15.06,0.507,89085
EF-C-0007252,1,EF-581532,EQ-003580,Ion Pulverizer,7.623,Zeta,1060.22,14.76,0.815,142449
EF-C-0007253,1,EF-275702,EQ-846812,FexStram Carrier,5.009,Helionis Cluster,982.52,40.46926273,0.329,44189
EF-C-0007254,1,EF-010013,EQ-134776,Quantum Bore,21.555,Epsilon,1460.15,4.25,0.422,233041
EF-C-0007255,2,EF-010013,EQ-134776,Quantum Bore,21.555,Epsilon,1460.15,4.25,0.422,198157
