claim_id,claim_seq,policy_id,shipment_id,cargo_type,cargo_value,weight,route_risk,distance,transit_duration,pilot_experience,vessel_age,container_type,solar_radiation,debris_density,exposure,claim_amount
CAR-C-0024853,1,CL-908350,S-365005,rare earths,4250000,50000,4,16.62,12.325,18.947,7.472,DockArc Freight Case,0.336,0.257,0.765,235107
CAR-C-0024854,1,CL-752759,S-610316,platinum,147150000,2700,3,27.13,16.866,9.398,21.242,HardSeal Transit Crate,0.297,0.184,0.143,15879082
CAR-C-0024855,2,CL-752759,S-610316,platinum,147150000,2700,3,27.13,16.866,9.398,21.242,HardSeal Transit Crate,0.297,0.184,0.143,25547773
CAR-C-0024856,1,CL-892340,S-551731,cobalt,5200000,100000,3,27.79,17.54,16.153,32.479,Unknown,0.237,0.096,0.73,48508
CAR-C-0024857,1,CL-079544,S-858045,platinum,130800000,2400,3,30.44,17.591,14.897,28.712,QuantumCrate Module,0.345,0.171,0.122,10728970
CAR-C-0024858,1,CL-933950,S-500299,rare earths,2550000,30000,4,1.58,1,20.46,28.848,QuantumCrate Module,0.13,0.262,0.473,492728
CAR-C-0024859,1,CL-457920,S-827796,platinum,147150000,2700,3,49.11,28.944,18.057,1.753,DeepSpace Haulbox,0.438,0.348,0,4420803
CAR-C-0024860,2,CL-457920,S-827796,platinum,147150000,2700,3,49.11,28.944,18.057,1.753,DeepSpace Haulbox,0.438,0.348,0.153,9967028
CAR-C-0024861,1,CL-785131,S-868410,platinum,147150000,2700,2,12.35,6.957,14.317,50,QuantumCrate Module,0.247,0.264,0.2,5215255
CAR-C-0024862,2,CL-785131,S-868410,platinum,147150000,2700,2,12.35,6.957,14.317,50,QuantumCrate Module,0.247,0.264,0.2,3776717
CAR-C-0024863,3,CL-785131,S-868410,platinum,147150000,2700,2,12.35,6.957,14.317,50,QuantumCrate Module,0.247,0.264,0.2,12686902
CAR-C-0024864,1,CL-810165,S-100006,lithium,9840000,120000,4,62.86,37.862,17.058,34.486,LongHaul Vault Canister,0.256,0.208,0.118,414735
CAR-C-0024865,2,CL-810165,S-100006,lithium,9840000,120000,4,62.86,37.862,17.058,34.486,LongHaul Vault Canister,0.256,0.208,0.118,470381
CAR-C-0024866,1,CL-380374,S-096177,lithium,8610000,105000,2,3.22,1.651,17.36,34.917,HardSeal Transit Crate,0.205,0.301,0.445,793495
CAR-C-0024867,1,CL-965389,S-731565,lithium,9840000,120000,2,66.3,38.849,16.473,33.306,QuantumCrate Module,0.301,0.411,0.206,642511
CAR-C-0024868,2,CL-965389,S-731565,lithium,9840000,120000,2,66.3,38.849,16.473,33.306,QuantumCrate Module,0.301,0.411,0.206,635453
CAR-C-0024869,1,CL-304689,S-331635,lithium,8610000,105000,3,25.19,19.159,16.957,49.214,DockArc Freight Case,0.249,0.23,0.232,85815
CAR-C-0024870,1,CL-155198,S-740056,supplies,800000,80000,3,51.83,33.35,15.472,27.244,DeepSpace Haulbox,0.324,0.365,0.099,52666
CAR-C-0024871,2,CL-155198,S-740056,supplies,800000,80000,3,51.83,33.35,15.472,27.244,DeepSpace Haulbox,0.324,0.365,0.099,49677
CAR-C-0024872,3,CL-155198,S-740056,supplies,800000,80000,3,51.83,33.35,15.472,27.244,DeepSpace Haulbox,0.324,0.365,0.099,52303
CAR-C-0024873,1,CL-630159,S-167228,platinum,98100000,1800,3,33.03,24.643,22.596,20.226,HardSeal Transit Crate,0.41,0.404,0.617,6341580
CAR-C-0024874,1,CL-290793,S-927575,lithium,9840000,120000,3,40.92,24.506,20.52,10.117,HardSeal Transit Crate,0.372,0.236,0.138,145661
CAR-C-0024875,2,CL-290793,S-927575,lithium,9840000,120000,3,40.92,24.506,20.52,10.117,HardSeal Transit Crate,0.372,0.236,0.138,532746
CAR-C-0024876,1,CL-724753,S-614634,rare earths,4250000,50000,3,15.23,9.086,28.354,15.43,LongHaul Vault Canister,0.207,0.148,0.139,355055
CAR-C-0024877,1,CL-863361,S-666410,gold,542400000,4000,2,1.58,1,29.116,23.441,DockArc Freight Case,0.016,0.172,0.215,77951242
CAR-C-0024878,1,CL-130263,S-998557,supplies,1000000,100000,2,47.88,23.959,20.626,11.743,HardSeal Transit Crate,0.143,0.135,0.156,70526
CAR-C-0024879,2,CL-130263,S-998557,supplies,1000000,100000,2,47.88,23.959,20.626,11.743,HardSeal Transit Crate,0.143,0.135,0.156,42678
CAR-C-0024880,1,CL-842665,S-992301,titanium,1225000,175000,4,39.59,23.237,14.122,16.679,DeepSpace Haulbox,0.225,0.198,0.22,174537
CAR-C-0024881,2,CL-842665,S-992301,titanium,1225000,175000,4,39.59,23.237,14.122,16.679,DeepSpace Haulbox,0.225,0.198,0.22,28324
CAR-C-0024882,1,CL-071287,S-234627,rare earths,3825000,45000,4,6.6,3.684,18.843,10.91,LongHaul Vault Canister,0.177,0.016,0.083,128530
CAR-C-0024883,1,CL-504199,S-820957,gold,678000000,5000,2,21.78,16.47,19.694,28.117,DockArc Freight Case,0.253,0.335,0.228,24134689
CAR-C-0024884,2,CL-504199,S-820957,gold,678000000,5000,2,21.78,16.47,19.694,28.117,DockArc Freight Case,0.253,0.335,0.228,79503083
CAR-C-0024885,3,CL-504199,S-820957,gold,678000000,5000,2,21.78,16.47,19.694,28.117,DockArc Freight Case,0.253,0.335,0.228,13754839
CAR-C-0024886,4,CL-504199,S-820957,gold,678000000,5000,2,21.78,16.47,19.694,28.117,DockArc Freight Case,0.253,0.335,0.228,17828573
CAR-C-0024887,1,CL-501106,S-073992,supplies,500000,50000,3,35.28,24.786,10.368,28.511,DockArc Freight Case,0.314,0.281,0.175,32252
CAR-C-0024888,1,CL-676719,S-940311,supplies,500000,50000,2,21.52,11.951,11.357,14.71,HardSeal Transit Crate,0.125,0.283,0.165,52120
CAR-C-0024889,2,CL-676719,S-940311,supplies,500000,50000,2,21.52,11.951,11.357,14.71,HardSeal Transit Crate,0.125,0.283,0.165,30591
CAR-C-0024890,3,CL-676719,S-940311,supplies,500000,50000,2,21.52,11.951,11.357,14.71,HardSeal Transit Crate,0.125,0.283,0.165,18499
CAR-C-0024891,4,CL-676719,S-940311,supplies,500000,50000,2,21.52,11.951,11.357,14.71,HardSeal Transit Crate,0.125,0.283,0.165,6101
CAR-C-0024892,1,CL-203514,S-077102,titanium,1050000,150000,3,36.19,12.177,14.137,28.349,QuantumCrate Module,0.449,0.154,0.244,146612
CAR-C-0024893,2,CL-203514,S-077102,titanium,1050000,150000,3,36.19,12.177,14.137,28.349,QuantumCrate Module,0.449,0.154,0.244,38219
CAR-C-0024894,1,CL-320841,S-218560,titanium,1750000,250000,2,26.13,16.661,10.075,19.357,DeepSpace Haulbox,6.135551319,0.297,0.859,101630
CAR-C-0024895,1,CL-016190,S-671995,lithium,9840000,120000,2,17.43,10.926,7.182,7.751,DockArc Freight Case,0.31,0.053,0.843,415264
CAR-C-0024896,1,CL-734897,S-587640,rare earths,2125000,25000,4,55.29,25.644,15.302,17.076,DeepSpace Haulbox,0.31,0.48,0.197,105028
CAR-C-0024897,1,CL-199492,S-037400,gold,339000000,2500,1,43.04,25.656,18.675,4.942,LongHaul Vault Canister,0.216,0.165,0.522,13076385
CAR-C-0024898,1,CL-958579,S-659931,gold,406800000,3000,2,40.39,31.599,18.461,12.768,LongHaul Vault Canister,0.37,0.198,0.166,29790189
CAR-C-0024899,1,CL-403527,S-919052,cobalt,6240000,120000,5,49.89,29.178,12.318,19.628,DockArc Freight Case,0.397,0.478,0.692,1095308
CAR-C-0024900,2,CL-403527,S-919052,cobalt,6240000,120000,5,49.89,29.178,12.318,19.628,DockArc Freight Case,0.397,0.478,0.692,1601950
CAR-C-0024901,1,CL-306061,S-157111,titanium,1750000,250000,3,11.1,8.133,7.565,31.711,LongHaul Vault Canister,0.322,0.251,0.575,154754
CAR-C-0024902,1,CL-698967,S-855296,gold,542400000,4000,1,28.58,15.088,13.881,36.991,QuantumCrate Module,0.2,0.266,0.93,54979024
CAR-C-0024903,1,CL-325329,S-964916,cobalt,5200000,100000,2,31.72,18.639,17.53,35.936,LongHaul Vault Canister,0.106,0.095,0.138,68622
CAR-C-0024904,1,CL-223562,S-978029,rare earths,2975000,35000,3,18.67,12.131,17.32,26.041,DockArc Freight Case,0.167,0.169,0.228,128753
CAR-C-0024905,1,CL-482986,S-199924,supplies,600000,60000,3,26.48,15.695,17.027,12.016,HardSeal Transit Crate,0.232,0.167,0.248,41972
CAR-C-0024906,2,CL-482986,S-199924,supplies,600000,60000,3,26.48,15.695,17.027,12.016,HardSeal Transit Crate,0.232,0.167,0.248,11210
CAR-C-0024907,1,CL-862037,S-896541,lithium,11070000,135000,4,18.7,11.564,17.292,23.215,LongHaul Vault Canister,0.175,0.254,0.898,955510
CAR-C-0024908,1,CL-912384,S-332665,lithium,7380000,90000,5,40.03,22.98,22.042,41.257,QuantumCrate Module,0.36,0.339,0.147,329980
CAR-C-0024909,1,CL-381523,S-015039,supplies,700000,70000,3,18.9,10.253,21.121,21.552,DeepSpace Haulbox,0.114,0.313,0.109,14136
CAR-C-0024910,2,CL-381523,S-015039,supplies,700000,70000,3,18.9,10.253,21.121,21.552,DeepSpace Haulbox,0.114,0.313,0.109,85539
CAR-C-0024911,1,CL-139950,S-233088,supplies,500000,50000,3,23.58,14.434,9.812,22.304,DockArc Freight Case,0.243,0.422,0.733,5926
CAR-C-0024912,1,CL-699426,S-174084,gold,406800000,3000,4,1.58,1,15.099,29.144,DockArc Freight Case,0.16,0.21,0.19,52889512
CAR-C-0024913,1,CL-352574,S-779939,gold,339000000,2500,2,65.93,35.245,19.923,23.712,QuantumCrate Module,0.289,0.405,0.825,10579655
CAR-C-0024914,1,CL-426807,S-803391,supplies,900000,90000,3,30.37,20.593,13.765,24.875,HardSeal Transit Crate,0.23,0.379,0.155,61075
CAR-C-0024915,2,CL-426807,S-803391,supplies,900000,90000,3,30.37,20.593,13.765,24.875,HardSeal Transit Crate,0.23,0.379,0.155,89426
CAR-C-0024916,3,CL-426807,S-803391,supplies,900000,90000,3,30.37,20.593,13.765,24.875,HardSeal Transit Crate,0.23,0.379,0.155,39611
CAR-C-0024917,1,CL-855659,S-621934,rare earths,3825000,45000,5,25.16,19.017,13.179,14.06,HardSeal Transit Crate,0.202,0.16,0.434,705792
CAR-C-0024918,1,CL-120013,S-052108,gold,542400000,4000,2,4.96,1.969,3.642,35.196,QuantumCrate Module,0.048,0.15,0.623,2415400
CAR-C-0024919,1,CL-897104,S-526714,supplies,1000000,100000,4,9.73,4.888,10.546,22.578,DeepSpace Haulbox,0.26,0.337,0.692,31642
CAR-C-0024920,1,CL-092200,S-750143,platinum,98100000,1800,4,2.76,1.827,18.834,28.891,HardSeal Transit Crate,0.009,0.304,0.209,8474027
CAR-C-0024921,2,CL-092200,S-750143,platinum,98100000,1800,4,2.76,1.827,18.834,28.891,HardSeal Transit Crate,0.009,0.304,0.209,2164484
CAR-C-0024922,1,CL-943444,S-956995,lithium,8610000,105000,2,20.22,13.024,11.386,27.698,DeepSpace Haulbox,0.115,0.251,0.239,251278
CAR-C-0024923,2,CL-943444,S-956995,lithium,8610000,105000,2,20.22,13.024,11.386,27.698,DeepSpace Haulbox,0.115,0.251,0.239,374458
CAR-C-0024924,1,CL-779326,S-385193,cobalt,7280000,140000,3,55.77,44.686,11.611,13.166,DockArc Freight Case,0.313,0.319,0.428,448243
CAR-C-0024925,1,CL-850292,S-706448,titanium,1750000,250000,4,58.03,29.259,18.701,20.003,DeepSpace Haulbox,0.339,0.415,0.083,49470
CAR-C-0024926,1,CL-539533,S-394381,titanium,1050000,150000,2,63.89,30.842,18.355,12.496,QuantumCrate Module,0.329,0.444,0.231,38776
CAR-C-0024927,1,CL-703263,S-738933,platinum,81750000,1500,3,9.99,5.678,14.663,29.662,QuantumCrate Module,0.395,0.133,0.106,11702661
CAR-C-0024928,1,CL-418510,S-948473,cobalt,7280000,140000,2,1.58,1,17.63,10.998,LongHaul Vault Canister,0.139,0.125,0.212,264865
CAR-C-0024929,1,CL-789163,S-989757,titanium,1750000,250000,2,16.25,10.964,13.732,47.28,DockArc Freight Case,0.161,0.252,0.7,49626
CAR-C-0024930,2,CL-789163,S-989757,titanium,1750000,250000,2,16.25,10.964,13.732,0,DockArc Freight Case,0.161,0.252,0.7,28340
CAR-C-0024931,1,CL-115372,S-184337,platinum,163500000,3000,2,26.01,12.737,24.421,34.507,DockArc Freight Case,0.107,0.217,0.115,1126456
CAR-C-0024932,1,CL-960533,S-774630,lithium,8610000,105000,5,65.36,34.46,13.533,14.497,DockArc Freight Case,0.352,0.301,0.936,2981794
CAR-C-0024933,1,CL-615605,S-400048,gold,474600000,3500,2,29.81,15.36,16.8,22.784,QuantumCrate Module,0.298,0.338,0.558,14191698
CAR-C-0024934,13,CL-136791,S-670856,gold,678000000,5000,1,29.46,13,16.966,21.857,DeepSpace Haulbox,0.165,0.176,0.525,13204302
CAR-C-0024935,2,CL-136791,S-670856,gold,678000000,5000,1,29.46,13,16.966,21.857,DeepSpace Haulbox,0.165,0.176,0.525,89023421
CAR-C-0024936,1,CL-581407,S-474709,gold,339000000,2500,1,118.4290378,3.483,14.697,21.956,DeepSpace Haulbox,0.271,0.121,0.234,5255675
CAR-C-0024937,1,CL-919754,S-155922,supplies,900000,90000,5,15,10.526,11.608,23.115,QuantumCrate Module,0.273,0.069,0.907,197681
CAR-C-0024938,1,CL-443346,S-597954,platinum,163500000,3000,3,8.59,4.814,17.012,4.858,LongHaul Vault Canister,0.088,0.149,0.43,13930001
CAR-C-0024939,1,CL-015347,S-987394,gold,474600000,3500,3,15.37,10.016,18.017,21.35,DeepSpace Haulbox,0.301,0.196,0.195,12467605
CAR-C-0024940,2,CL-015347,S-987394,gold,474600000,3500,3,15.37,10.016,18.017,21.35,DeepSpace Haulbox,0.301,0.196,0.195,7302246
CAR-C-0024941,1,CL-839084,S-980335,supplies,600000,60000,2,23.38,16.637,18.592,17.478,LongHaul Vault Canister,0.2,0.122,0.084,10196
CAR-C-0024942,1,CL-083055,S-725966,platinum,98100000,1800,5,1.58,1,19.654,7.909,DeepSpace Haulbox,0.209,0.33,0.284,2593920
CAR-C-0024943,1,CL-912670,S-390413,platinum,130800000,2400,4,27.08,19.769,8.273,15.084,HardSeal Transit Crate,0.371,0.201,0.873,7879722
CAR-C-0024944,1,CL-049965,S-895493,cobalt,9360000,180000,4,9.96,5.908,10.505,22.72,DockArc Freight Case,0.245,0.32,0.243,2146795
CAR-C-0024945,2,CL-049965,S-895493,cobalt,9360000,180000,4,9.96,5.908,10.505,22.72,DockArc Freight Case,0.245,0.32,0.243,287533
CAR-C-0024946,3,CL-049965,S-895493,cobalt,9360000,180000,4,9.96,5.908,10.505,22.72,DockArc Freight Case,0.245,0.32,0.243,758008
CAR-C-0024947,1,CL-673529,S-346876,lithium,11070000,135000,4,29.74,19.727,16.015,21.158,LongHaul Vault Canister,0.411,0.242,0.173,372195
CAR-C-0024948,2,CL-673529,S-346876,lithium,11070000,135000,4,29.74,19.727,16.015,21.158,LongHaul Vault Canister,0.411,0.242,0.173,168480
CAR-C-0024949,1,CL-541524,S-949067,gold,542400000,4000,3,32.85,19.573,8.298,22.8,HardSeal Transit Crate,0.311,0.267,0.414,28019575
CAR-C-0024950,1,CL-270484,S-281493,titanium,1225000,175000,3,1.58,1.284,13.167,26.024,DeepSpace Haulbox,0.067,0.21,0.765,65066
CAR-C-0024951,1,CL-606449,S-848539,supplies,600000,60000,5,44.99,27.874,13.107,25.7,HardSeal Transit Crate,0.214,0.322,0.43,257593
CAR-C-0024952,1,CL-096699,S-136564,lithium,7380000,90000,3,12.18,9.083,11.359,18.14,LongHaul Vault Canister,0.217,0.228,0.714,1493726
CAR-C-0024953,1,CL-085851,S-664223,rare earths,3400000,40000,3,27.7,19.499,11,16.647,DockArc Freight Case,0.254,0.217,0.21,282388
CAR-C-0024954,1,CL-667282,S-494068,gold,610200000,4500,3,23.88,12.744,19.221,16.409,QuantumCrate Module,0.072,0.157,0.083,24155887
CAR-C-0024955,2,CL-667282,S-494068,gold,610200000,4500,3,23.88,12.744,19.221,16.409,QuantumCrate Module,0.072,0.157,0.083,39275262
CAR-C-0024956,1,CL-125570,S-361374,supplies,1000000,100000,1,40.51,23.071,20.36,22.756,QuantumCrate Module,0.222,0.098,0.146,9252
CAR-C-0024957,1,CL-244759,S-265693,gold,610200000,4500,3,14.65,9.082,8.471,28.599,HardSeal Transit Crate,0.17,0.131,0.083,70951406
CAR-C-0024958,2,CL-244759,S-265693,gold,610200000,4500,3,14.65,9.082,8.471,28.599,HardSeal Transit Crate,0.17,0.131,0.083,39241441
CAR-C-0024959,1,CL-240892,S-572012,platinum,147150000,2700,4,4.65,2.392,7.09,15.397,QuantumCrate Module,0.146,0.379,0.226,5728585
CAR-C-0024960,2,CL-240892,S-572012,platinum,147150000,2700,4,4.65,2.392,7.09,15.397,QuantumCrate Module,0.146,0.379,0.226,7431776
CAR-C-0024961,1,CL-632436,S-414012,cobalt,9360000,180000,3,32.23,15.998,18.216,34.142,QuantumCrate Module,0.243,0.365,0.091,516530
CAR-C-0024962,1,CL-495271,S-418739,rare earths,3825000,45000,3,61.54,37.491,9.16,13.811,HardSeal Transit Crate,0.349,0.373,0.419,80195
CAR-C-0024963,1,CL-679167,S-128142,cobalt,10400000,200000,3,51.37,29.418,12.07,31.247,HardSeal Transit Crate,0.297,0.303,0.292,305287
CAR-C-0024964,1,CL-823120,S-404150,platinum,130800000,2400,3,11.58,6.592,20.103,20.215,LongHaul Vault Canister,0.19,0.232,0.212,5026065
CAR-C-0024965,2,CL-823120,S-404150,platinum,130800000,2400,3,11.58,6.592,20.103,208.0247302,LongHaul Vault Canister,0.19,0.232,0.212,9276691
CAR-C-0024966,3,CL-823120,S-404150,platinum,130800000,2400,3,11.58,6.592,20.103,20.215,LongHaul Vault Canister,0.19,0.232,0.212,7584155
CAR-C-0024967,1,CL-156257,S-427015,cobalt,10400000,200000,2,3.8,1.868,18.335,1,DeepSpace Haulbox,0.246,0.226,0.147,137738
CAR-C-0024968,2,CL-156257,S-427015,cobalt,10400000,200000,2,3.8,1.868,18.335,1,DeepSpace Haulbox,0.246,0.226,0.147,631057
CAR-C-0024969,1,CL-449895,S-718883,supplies,700000,70000,3,26.98,16.015,8.655,44.945,HardSeal Transit Crate,0.171,0.181,0.565,44096
CAR-C-0024970,1,CL-903101,S-511260,cobalt,10400000,200000,3,8.91,5.565,15.858,27.497,DeepSpace Haulbox,0.226,0.122,0.68,523310
CAR-C-0024971,1,CL-471097,S-005199,gold,406800000,3000,4,14.24,9.643,19.336,5.038,DeepSpace Haulbox,0.246,0.278,0.687,24894369
CAR-C-0024972,1,CL-008088,S-327729,supplies,1000000,100000,3,1.58,1,15.833,14.741,QuantumCrate Module,0.106,0.117,0.572,64996
CAR-C-0024973,1,CL-269784,S-936918,cobalt,116329286,160000,2,36.9,27.07,14.598,5.426,DockArc Freight Case,0.589,0.223,0.237,291780
CAR-C-0024974,2,CL-269784,S-936918,cobalt,8320000,160000,2,36.9,27.07,14.598,5.426,DockArc Freight Case,0.589,0.223,0.237,277964
CAR-C-0024975,1,CL-832793,S-520934,supplies,900000,90000,3,7.94,4.98,9.125,5.112,HardSeal Transit Crate,0.217,0.391,0.907,69087
CAR-C-0024976,1,CL-049354,S-770629,gold,678000000,5000,4,24.83,18.147,3.651,22.651,DeepSpace Haulbox,0.179,0.13,0.183,24592635
CAR-C-0024977,2,CL-049354,S-770629,gold,678000000,5000,4,24.83,18.147,3.651,22.651,DeepSpace Haulbox,0.179,0.13,0.183,84491280
CAR-C-0024978,1,CL-980365,S-993226,cobalt,6240000,120000,3,31.62,21.758,22.06,7.97,QuantumCrate Module,0.392,0.087,0.334,178604
CAR-C-0024979,1,CL-264080,S-649026,gold,610200000,4500,2,25.21,17.926,14.63,19.746,DockArc Freight Case,0.296,0.369,0.85,47059940
CAR-C-0024980,1,CL-803730,S-388119,titanium,875000,125000,4,41.32,22.378,9.588,12.1,DockArc Freight Case,0.173,0.299,0.151,32007
CAR-C-0024981,1,CL-313934,S-103469,rare earths,4250000,50000,4,35.06,26.259,9.503,32.364,DeepSpace Haulbox,0.368,0.21,0.926,406308
CAR-C-0024982,1,CL-992090,S-402456,lithium,12300000,150000,2,13.31,9.214,11.211,7.629,DockArc Freight Case,0,0.059,0.247,1615763
CAR-C-0024983,1,CL-847869,S-905619,lithium,8610000,105000,4,19.65,13.7,18.442,34.04,LongHaul Vault Canister,0.289,0.336,0.922,403952
CAR-C-0024984,1,CL-553668,S-172733,gold,542400000,4000,2,15.88,7.058,21.65,13.539,DeepSpace Haulbox,0.211,0.28,0.618,24344958
CAR-C-0024985,1,CL-512006,S-274979,supplies,700000,70000,4,17.6,9.512,15.167,19.81,DockArc Freight Case,0.13,0.236,0.902,353975
CAR-C-0024986,1,CL-201151,S-231228,rare earths,2975000,35000,3,24.04,13.31,16.376,18.577,LongHaul Vault Canister,0.013,0.206,0.436,72859
CAR-C-0024987,1,CL-856024,S-901814,supplies,-900000,90000,3,14.97,7.766,16.843,23.972,QuantumCrate Module,0.033,0.101,0.371,62359
CAR-C-0024988,1,CL-150616,S-456830,cobalt,8320000,160000,5,50.9,33.703,8.73,17.782,QuantumCrate Module,0.292,0.261,0.942,553891
CAR-C-0024989,1,CL-298499,S-068935,lithium,8610000,105000,3,1.58,1.007,16.735,15.795,HardSeal Transit Crate,0.213,0.241,0.19,1968966
CAR-C-0024990,1,CL-425302,S-176613,gold,610200000,4500,3,48.69,28.251,23.138,8.819,DeepSpace Haulbox,0.385,0.403,0.149,82005357
CAR-C-0024991,1,CL-022677,S-817422,platinum,98100000,1800,1,37.94,20.569,10.98,18.007,LongHaul Vault Canister,0.208,0.09,0.17,3463212
CAR-C-0024992,2,CL-022677,S-817422,platinum,98100000,1800,1,37.94,20.569,10.98,18.007,LongHaul Vault Canister,0.208,0.09,0.17,5811730
CAR-C-0024993,1,CL-217074,S-840096,titanium,1750000,250000,5,14.87,9.03,12.687,23.357,LongHaul Vault Canister,0.285,0.337,0.529,63717
CAR-C-0024994,1,CL-968616,S-970067,supplies,600000,60000,1,34.76,23.774,15.014,36.458,HardSeal Transit Crate,0.241,0.149,0.247,13487
CAR-C-0024995,2,CL-968616,S-970067,supplies,600000,60000,1,34.76,23.774,15.014,36.458,HardSeal Transit Crate,0.241,0.149,0.247,66736
CAR-C-0024996,1,CL-553356,S-938371,cobalt,10400000,200000,2,1.58,1,18.23,12.253,QuantumCrate Module,0.27,0.208,0.199,242147
CAR-C-0024997,2,CL-553356,S-938371,cobalt,10400000,200000,2,1.58,1,18.23,12.253,QuantumCrate Module,0.27,0.208,0.199,1482424
CAR-C-0024998,1,CL-075600,S-058202,gold,678000000,5000,5,8.9,3.33,7.992,27.12,LongHaul Vault Canister,0.102,0.171,0.664,43311647
CAR-C-0024999,1,CL-838208,S-679565,supplies,500000,50000,3,43.64,31.262,8.789,25.981,HardSeal Transit Crate,0.271,0.298,0.202,92867
CAR-C-0025000,2,CL-838208,S-679565,supplies,500000,50000,3,43.64,31.262,8.789,25.981,HardSeal Transit Crate,0.271,0.298,0.202,30603
CAR-C-0025001,3,CL-838208,S-679565,supplies,500000,50000,3,43.64,31.262,8.789,25.981,HardSeal Transit Crate,0.271,0.298,0.202,7077
CAR-C-0025002,1,CL-202728,S-042838,gold,542400000,4000,2,58.94,31.337,13.374,35.348,LongHaul Vault Canister,0.422,0.145,0.665,36677573
CAR-C-0025003,1,CL-670964,S-093663,rare earths,2975000,35000,1,35.8,19.907,9.444,32.21,DockArc Freight Case,0.145,0.208,0.511,275793
CAR-C-0025004,1,CL-935490,S-721572,lithium,12300000,150000,1,37.81,26.704,14.44,23.733,QuantumCrate Module,0.203,0.29,0.101,836388
CAR-C-0025005,1,CL-211778,S-221540,platinum,163500000,3000,3,20.85,13.241,4.432,18.703,HardSeal Transit Crate,0.21,0.2,0.125,15418904
CAR-C-0025006,2,CL-211778,S-221540,platinum,163500000,3000,3,20.85,13.241,4.432,18.703,HardSeal Transit Crate,0.21,0.2,0.125,9566473
CAR-C-0025007,1,CL-846718,S-789208,rare earths,2125000,25000,1,1.58,1.062,25.555,22.909,DockArc Freight Case,0.204,0.155,0.191,73706
CAR-C-0025008,1,CL-343034,S-477735,gold,610200000,0,2,53.64,33.058,10.905,1,DeepSpace Haulbox,0.239,0.368,0.316,39112738
CAR-C-0025009,1,CL-857322,S-601369,cobalt,7280000,140000,4,27.05,11.514,11.708,19.243,DeepSpace Haulbox,0.216,0.298,0.23,7280000
CAR-C-0025010,1,CL-265629,S-923375,gold,474600000,3500,3,8.03,4.698,22.928,26.905,HardSeal Transit Crate,0.121,0.212,0.416,8527050
CAR-C-0025011,1,CL-811998,S-286141,gold,406800000,3000,2,1.58,1,8.94,22.704,QuantumCrate Module,0.172,0.085,0.66,17925082
CAR-C-0025012,1,CL-362614,S-079232_???1006,titanium,1050000,150000,3,1.58,1.107,14.367,10.405,LongHaul Vault Canister,0.141,0.197,0.209,50132
CAR-C-0025013,1,CL-262973,S-614028,gold,406800000,3000,4,35.82,22.442,18.954,1,QuantumCrate Module,0.255,0.252,0.103,157495006
CAR-C-0025014,1,CL-478137,S-761438,titanium,1400000,200000,2,38.26,30.214,19.749,14.258,DeepSpace Haulbox,0.309,0.242,0.17,173674
CAR-C-0025015,2,CL-478137,S-761438,titanium,1400000,200000,2,38.26,30.214,19.749,14.258,DeepSpace Haulbox,0.309,0.242,0.17,100615
CAR-C-0025016,1,CL-384132,S-820304,gold,610200000,4500,2,25.36,13.334,1,22.997,DockArc Freight Case,0.271,0.352,0.197,8062071
CAR-C-0025017,1,CL-511631,S-764284,supplies,800000,80000,5,29.58,21.036,20.852,4.576,DockArc Freight Case,0.126,0.352,0.35,377446
CAR-C-0025018,1,CL-047900,S-011210,cobalt,10400000,200000,3,37.99,13.623,4.177,5.128,DeepSpace Haulbox,0.259,0.28,0.446,837865
CAR-C-0025019,1,CL-968835,S-075561,lithium,8610000,105000,3,23.7,12.605,18.401,11.811,DeepSpace Haulbox,0.178,0.367,0.834,273900
CAR-C-0025020,1,CL-201696,S-921170,cobalt,8320000,160000,1,37.21,28.041,4.924,26.242,LongHaul Vault Canister,0.077,0.23,0.234,173706
CAR-C-0025021,1,CL-599668,S-858275,gold,339000000,2500,1,44.75,24.063,13.501,11.328,HardSeal Transit Crate,0.302,0.281,0.181,66653110
CAR-C-0025022,1,CL-541466,S-566111,titanium,1400000,200000,3,4.75,3.229,18.754,29.6,QuantumCrate Module,0,0.245,0.083,48598
CAR-C-0025023,2,CL-541466,S-566111,titanium,1400000,200000,3,4.75,3.229,18.754,29.6,QuantumCrate Module,0,0.245,0.083,0
CAR-C-0025024,1,CL-224147,S-274157,lithium,136402288,120000,3,1.58,1,18.861,16.782,DeepSpace Haulbox,0.103,0.064,0.682,800427
CAR-C-0025025,1,CL-974356,S-151174,supplies,900000,90000,2,30.9,21.287,16.746,25.775,HardSeal Transit Crate,0.195,0.25,0.139,99990
CAR-C-0025026,2,CL-974356,S-151174,supplies,900000,90000,2,30.9,21.287,16.746,25.775,HardSeal Transit Crate,0.195,0.25,0.139,20920
CAR-C-0025027,3,CL-974356,S-151174,supplies,900000,90000,2,30.9,21.287,16.746,25.775,HardSeal Transit Crate,0.195,0.25,0.139,17600
CAR-C-0025028,1,CL-616942,S-842120,rare earths,4250000,50000,3,36.86,23.668,15.514,17.542,DockArc Freight Case,0.518,0.101,0.548,340874
CAR-C-0025029,1,CL-737631,S-622925,supplies,600000,60000,2,-34.22,25.496,10.788,26.945,DockArc Freight Case,0.376,0.039,0.142,66964
CAR-C-0025030,2,CL-737631,S-622925,supplies,600000,60000,2,34.22,25.496,10.788,26.945,DockArc Freight Case,0.376,0.039,0.142,55877
